"","x"
"4980","D1_B003588"
"4981","D4_B002078"
"4982","D5_B002073"
"4983","D5_B002078"
"4984","D6_B002073"
"4985","D6_B002078"
"4986","D7_B002097"
"4987","D8_B002078"
"4988","D9_B002073"
"4989","D9_B002078"
"4990","D9_B002097"
"4991","E1_B002073"
"4992","E2_B002073"
"4993","E2_B003588"
"4994","E3_B000420"
"4995","E3_B002073"
"4996","E3_B002078"
"4997","E4_B000420"
"4998","E4_B002073"
"4999","E4_B002078"
"5000","E5_B002073"
"5001","E5_B002097"
"5002","E6_B002073"
"5003","E6_B002078"
"5004","E6_B002097"
"5005","E7_B002073"
"5006","E8_B000420"
"5007","E8_B002097"
"5008","E9_B002073"
"5009","E9_B002078"
"5010","E9_B002097"
"5011","F1_B002073"
"5012","F1_B003588"
"5013","F3_B002078"
"5014","F4_B002073"
"5015","F5_B002073"
"5016","F5_B002097"
"5017","F6_B002097"
"5018","F7_B000420"
"5019","F8_B002078"
"5020","F8_B002097"
"5021","G10_B000420"
"5022","G1_B000420"
"5023","G1_B002073"
"5024","G1_B002078"
"5025","G2_B002073"
"5026","G2_B003588"
"5027","G5_B002073"
"5028","G6_B002073"
"5029","G6_B002078"
"5030","G7_B002073"
"5031","G8_B000420"
"5032","G8_B002073"
"5033","G8_B002078"
"5034","G9_B002078"
"5035","H1_B002078"
"5036","H21_B003125"
"5037","H2_B000420"
"5038","H2_B002078"
"5039","H2_B003588"
"5040","H3_B002073"
"5041","H4_B002078"
"5042","H7_B000420"
"5043","H7_B002078"
"5044","H8_B002073"
"5045","H9_B002073"
"5046","H9_B002078"
"5047","I10_B000420"
"5048","I10_B002078"
"5049","I1_B002078"
"5050","I1_B003588"
"5051","I20_B003125"
"5052","I3_B002073"
"5053","I3_B002078"
"5054","I4_B002078"
"5055","I5_B000420"
"5056","I5_B002078"
"5057","I7_B002097"
"5058","I8_B002073"
"5059","I9_B002097"
"5060","J10_B002078"
"5061","J1_B000420"
"5062","J1_B002078"
"5063","J3_B002073"
"5064","J3_B002078"
"5065","J4_B000420"
"5066","J5_B002073"
"5067","J7_B002073"
"5068","J7_B002097"
"5069","J8_B000420"
"5070","J9_B000420"
"5071","K10_B002078"
"5072","K1_B002078"
"5073","K2_B000420"
"5074","K2_B002078"
"5075","K2_B003588"
"5076","K3_B002078"
"5077","K4_B002078"
"5078","K6_B002078"
"5079","K7_B002078"
"5080","K8_B000420"
"5081","K8_B002097"
"5082","K9_B002078"
"5083","L10_B002078"
"5084","L1_B000420"
"5085","L1_B002078"
"5086","L21_B003125"
"5087","L2_B000420"
"5088","L2_B002078"
"5089","L3_B000420"
"5090","L3_B002073"
"5091","L3_B002078"
"5092","L3_B002097"
"5093","L5_B002078"
"5094","L6_B002078"
"5095","L7_B000420"
"5096","L7_B002078"
"5097","L8_B002078"
"5098","M1_B003588"
"5099","M2_B000420"
"5100","M2_B002078"
"5101","M2_B003588"
"5102","M3_B002078"
"5103","M4_B002078"
"5104","M6_B000420"
"5105","M6_B002078"
"5106","M7_B000420"
"5107","M7_B002078"
"5108","M8_B002078"
"5109","M8_B002097"
"5110","M9_B002078"
"5111","M9_B002097"
"5112","N10_B000420"
"5113","N1_B000420"
"5114","N2_B002073"
"5115","N2_B002097"
"5116","N3_B000420"
"5117","N3_B002097"
"5118","N4_B002073"
"5119","N4_B003588"
"5120","N6_B002097"
"5121","N7_B002097"
"5122","N8_B000420"
"5123","N9_B000420"
"5124","O10_B000420"
"5125","O2_B000420"
"5126","O2_B003588"
"5127","O3_B002073"
"5128","O4_B002097"
"5129","O5_B000420"
"5130","O6_B000420"
"5131","O8_B002097"
"5132","O9_B002097"
"5133","P1_B000420"
"5134","P1_B002073"
"5135","P2_B000420"
"5136","P3_B000420"
"5137","P4_B002073"
"5138","A11_B003643"
"5139","A17_B003643"
"5140","A21_B003126"
"5141","C21_B003126"
"5142","D18_B003643"
"5143","E20_B003126"
"5144","E21_B003126"
"5145","F20_B003126"
"5146","G20_B003126"
"5147","G21_B003126"
"5148","H15_B003643"
"5149","H20_B003126"
"5150","H21_B003126"
"5151","I13_B003119"
"5152","I21_B003126"
"5153","J20_B003126"
"5154","L12_B003126"
"5155","L20_B003126"
"5156","L21_B003126"
"5157","L3_B003643"
"5158","M20_B003126"
"5159","M21_B003126"
"5160","N20_B003126"
"5161","A18_B003577"
"5162","B12_B003577"
"5163","B17_B003577"
"5164","B20_B003577"
"5165","C18_B003577"
"5166","C20_B003577"
"5167","D12_B003577"
"5168","D14_B003577"
"5169","E14_B003577"
"5170","E18_B003577"
"5171","E21_B003577"
"5172","F13_B003577"
"5173","F15_B003577"
"5174","F18_B003577"
"5175","F19_B003577"
"5176","F21_B003577"
"5177","G14_B003577"
"5178","G16_B003577"
"5179","H12_B003577"
"5180","I15_B003577"
"5181","J14_B003577"
"5182","J22_B003577"
"5183","L13_B003577"
"5184","N14_B003577"
"5185","N16_B003577"
"5186","N17_B003577"
"5187","N20_B003577"
"5188","O15_B003577"
"5189","O16_B003577"
"5190","O17_B003577"
"5191","O19_B003577"
"5192","O22_B003577"
"5193","P14_B003577"
"5194","P15_B003577"
"5195","P17_B003577"
"5196","P19_B003577"
"5197","A6_B003776"
"5198","B1_B003776"
"5199","B2_B003776"
"5200","B5_B003776"
"5201","C1_B003776"
"5202","C3_B003776"
"5203","C4_B003776"
"5204","D8_B003776"
"5205","D9_B003776"
"5206","E11_B003776"
"5207","F10_B003776"
"5208","G10_B003776"
"5209","G3_B003776"
"5210","G5_B003776"
"5211","G6_B003776"
"5212","G8_B003776"
"5213","H10_B003776"
"5214","H6_B003776"
"5215","H8_B003776"
"5216","H9_B003776"
"5217","I1_B003776"
"5218","I8_B003776"
"5219","I9_B003776"
"5220","J4_B003776"
"5221","J6_B003776"
"5222","L10_B003776"
"5223","L1_B003776"
"5224","L9_B003776"
"5225","M11_B003776"
"5226","M4_B003776"
"5227","M7_B003776"
"5228","N8_B003776"
"5229","O9_B003776"
"5230","P10_B003776"
"5231","P2_B003776"
"5232","P3_B003776"
"5233","A11_B003894"
"5234","A2_B003920"
"5235","A3_B002074"
"5236","A4_B002074"
"5237","A5_B002074"
"5238","A6_B003920"
"5239","A7_B002074"
"5240","A8_B002074"
"5241","A9_B002074"
"5242","A9_B003894"
"5243","A9_B003920"
"5244","B10_B003920"
"5245","B1_B003920"
"5246","B2_B003920"
"5247","B3_B003920"
"5248","B4_B003894"
"5249","B4_B003920"
"5250","B5_B002074"
"5251","B6_B002074"
"5252","B6_B003894"
"5253","B6_B003920"
"5254","B7_B002074"
"5255","B7_B003920"
"5256","B8_B002074"
"5257","B9_B002074"
"5258","C10_B003894"
"5259","C10_B003920"
"5260","C2_B003920"
"5261","C3_B002074"
"5262","C4_B003116"
"5263","C4_B003920"
"5264","C7_B002074"
"5265","C7_B003894"
"5266","C8_B002074"
"5267","C9_B002074"
"5268","D1_B002074"
"5269","D2_B003920"
"5270","D3_B002074"
"5271","D3_B003920"
"5272","D5_B002074"
"5273","D5_B003894"
"5274","D6_B002074"
"5275","D7_B002074"
"5276","D8_B003920"
"5277","E10_B003920"
"5278","E4_B003920"
"5279","E7_B003920"
"5280","E8_B002074"
"5281","E8_B003894"
"5282","E8_B003920"
"5283","E9_B003894"
"5284","F11_B003920"
"5285","F1_B002074"
"5286","F2_B002074"
"5287","F6_B003894"
"5288","F7_B003920"
"5289","F8_B003894"
"5290","F9_B002074"
"5291","F9_B003894"
"5292","F9_B003920"
"5293","G10_B003920"
"5294","G1_B002074"
"5295","G1_B003920"
"5296","G2_B003894"
"5297","G3_B002074"
"5298","G4_B002074"
"5299","G5_B003920"
"5300","G9_B003920"
"5301","H1_B002074"
"5302","H1_B003894"
"5303","H1_B003920"
"5304","H3_B002074"
"5305","H3_B003894"
"5306","H5_B002074"
"5307","H6_B002074"
"5308","H7_B002074"
"5309","H7_B003920"
"5310","H9_B002074"
"5311","I1_B002074"
"5312","I3_B002074"
"5313","I5_B002074"
"5314","I5_B003920"
"5315","I6_B003894"
"5316","I7_B002074"
"5317","I7_B003920"
"5318","I8_B003920"
"5319","J11_B003920"
"5320","J1_B002074"
"5321","J1_B003920"
"5322","J3_B002074"
"5323","J4_B003894"
"5324","J5_B003894"
"5325","J7_B002074"
"5326","J7_B003920"
"5327","J8_B003920"
"5328","K10_B003894"
"5329","K2_B002074"
"5330","K2_B003920"
"5331","K3_B003920"
"5332","K5_B002074"
"5333","K7_B003894"
"5334","K7_B003920"
"5335","K8_B002074"
"5336","K8_B003920"
"5337","L10_B003894"
"5338","L1_B003894"
"5339","L2_B003920"
"5340","L3_B002074"
"5341","L6_B003894"
"5342","L7_B002074"
"5343","L7_B003920"
"5344","L8_B003894"
"5345","M10_B003920"
"5346","M11_B003920"
"5347","M1_B003894"
"5348","M1_B003920"
"5349","M2_B003920"
"5350","M3_B002074"
"5351","M4_B003894"
"5352","M5_B003920"
"5353","M6_B002074"
"5354","M7_B003894"
"5355","M9_B002074"
"5356","N10_B003894"
"5357","N1_B003894"
"5358","N1_B003920"
"5359","N2_B002074"
"5360","N3_B002074"
"5361","N4_B002074"
"5362","N4_B003894"
"5363","N4_B003920"
"5364","N5_B003920"
"5365","N6_B002074"
"5366","N8_B003894"
"5367","N9_B002074"
"5368","N9_B003920"
"5369","O11_B003920"
"5370","O1_B003920"
"5371","O3_B003894"
"5372","O4_B003894"
"5373","O5_B002074"
"5374","O6_B003920"
"5375","O7_B003920"
"5376","O8_B002074"
"5377","O9_B002074"
"5378","P11_B003920"
"5379","P2_B002074"
"5380","P4_B003894"
"5381","P5_B002074"
"5382","P7_B002074"
"5383","P8_B003894"
"5384","A12_B001470"
"5385","A12_B003523"
"5386","A13_B001470"
"5387","A14_B001470"
"5388","A16_B001470"
"5389","A16_B001474"
"5390","A17_B001470"
"5391","A18_B003523"
"5392","A19_B001470"
"5393","A1_B003529"
"5394","A20_B001470"
"5395","A21_B003191"
"5396","A3_B003777"
"5397","A8_B003777"
"5398","A9_B003112"
"5399","B13_B001470"
"5400","B15_B003523"
"5401","B16_B001474"
"5402","B18_B001470"
"5403","B18_B003523"
"5404","B19_B003523"
"5405","B1_B003529"
"5406","B1_B003777"
"5407","B20_B003132"
"5408","B20_B003191"
"5409","B21_B003187"
"5410","B21_B003191"
"5411","B2_B003529"
"5412","B7_B003777"
"5413","B8_B003777"
"5414","C10_B003777"
"5415","C12_B001470"
"5416","C13_B001470"
"5417","C14_B003523"
"5418","C15_B001470"
"5419","C16_B001470"
"5420","C1_B003522"
"5421","C20_B003191"
"5422","C20_B003523"
"5423","C21_B001470"
"5424","C21_B003187"
"5425","C21_B003191"
"5426","C22_B001470"
"5427","C22_B003523"
"5428","C2_B003777"
"5429","D14_B001470"
"5430","D15_B001470"
"5431","D15_B001474"
"5432","D16_B001474"
"5433","D1_B003777"
"5434","D20_B003129"
"5435","D20_B003132"
"5436","D20_B003191"
"5437","D20_B003523"
"5438","D21_B001474"
"5439","D21_B003129"
"5440","D21_B003132"
"5441","D21_B003191"
"5442","D22_B001474"
"5443","D2_B003522"
"5444","D5_B003777"
"5445","D6_B003777"
"5446","E12_B001474"
"5447","E12_B003129"
"5448","E13_B001470"
"5449","E14_B001470"
"5450","E14_B003523"
"5451","E15_B001474"
"5452","E17_B001470"
"5453","E18_B001474"
"5454","E18_B003523"
"5455","E19_B003523"
"5456","E1_B003529"
"5457","E1_B003777"
"5458","E20_B003129"
"5459","E20_B003132"
"5460","E20_B003187"
"5461","E20_B003191"
"5462","E21_B001474"
"5463","E21_B003129"
"5464","E21_B003132"
"5465","E21_B003191"
"5466","E2_B003529"
"5467","E6_B003777"
"5468","F12_B003132"
"5469","F13_B001474"
"5470","F15_B001470"
"5471","F16_B001470"
"5472","F17_B001474"
"5473","F18_B001474"
"5474","F19_B001474"
"5475","F19_B003523"
"5476","F1_B003518"
"5477","F20_B003129"
"5478","F20_B003132"
"5479","F20_B003191"
"5480","F21_B001474"
"5481","F21_B003129"
"5482","F21_B003191"
"5483","F22_B001470"
"5484","F4_B003777"
"5485","F6_B003777"
"5486","F9_B003777"
"5487","G10_B003129"
"5488","G11_B003187"
"5489","G13_B001474"
"5490","G13_B003523"
"5491","G15_B003523"
"5492","G16_B001474"
"5493","G18_B001470"
"5494","G19_B003523"
"5495","G1_B003529"
"5496","G1_B003777"
"5497","G20_B001470"
"5498","G20_B003129"
"5499","G20_B003132"
"5500","G20_B003187"
"5501","G20_B003191"
"5502","G20_B003523"
"5503","G21_B001470"
"5504","G21_B003129"
"5505","G21_B003132"
"5506","G21_B003187"
"5507","G21_B003191"
"5508","G2_B003529"
"5509","G6_B003777"
"5510","G9_B003777"
"5511","H10_B003777"
"5512","H12_B003523"
"5513","H13_B001470"
"5514","H13_B001474"
"5515","H13_B003187"
"5516","H13_B003523"
"5517","H15_B001470"
"5518","H16_B001474"
"5519","H17_B001470"
"5520","H18_B001470"
"5521","H18_B001474"
"5522","H1_B003522"
"5523","H20_B003129"
"5524","H20_B003187"
"5525","H21_B003129"
"5526","H21_B003132"
"5527","H21_B003187"
"5528","H2_B003522"
"5529","H2_B003529"
"5530","H5_B003777"
"5531","I11_B003777"
"5532","I12_B001474"
"5533","I13_B001474"
"5534","I14_B001470"
"5535","I14_B003523"
"5536","I15_B001470"
"5537","I17_B001470"
"5538","I17_B001474"
"5539","I18_B001470"
"5540","I18_B001474"
"5541","I20_B001470"
"5542","I20_B001474"
"5543","I20_B003187"
"5544","I20_B003191"
"5545","I21_B001474"
"5546","I21_B003187"
"5547","I21_B003191"
"5548","I22_B001470"
"5549","I22_B001474"
"5550","I2_B003522"
"5551","I2_B003529"
"5552","I9_B003777"
"5553","J12_B001474"
"5554","J14_B001470"
"5555","J14_B003523"
"5556","J16_B001470"
"5557","J17_B003523"
"5558","J1_B003529"
"5559","J20_B003129"
"5560","J20_B003132"
"5561","J21_B003191"
"5562","J2_B003529"
"5563","J2_B003777"
"5564","J3_B003777"
"5565","J5_B003529"
"5566","K13_B001470"
"5567","K14_B001474"
"5568","K15_B001474"
"5569","K16_B001470"
"5570","K16_B001474"
"5571","K17_B001470"
"5572","K17_B001474"
"5573","K17_B003523"
"5574","K18_B001474"
"5575","K18_B003523"
"5576","K19_B003523"
"5577","K1_B003518"
"5578","K20_B001474"
"5579","K20_B003187"
"5580","K20_B003191"
"5581","K21_B001474"
"5582","K21_B003129"
"5583","K21_B003187"
"5584","K21_B003191"
"5585","K3_B003522"
"5586","K8_B003522"
"5587","L12_B001470"
"5588","L12_B001474"
"5589","L13_B001470"
"5590","L13_B003132"
"5591","L14_B001470"
"5592","L14_B001474"
"5593","L14_B003523"
"5594","L15_B003523"
"5595","L16_B001470"
"5596","L17_B001470"
"5597","L17_B001474"
"5598","L20_B001474"
"5599","L20_B003129"
"5600","L20_B003187"
"5601","L20_B003191"
"5602","L21_B003132"
"5603","L21_B003187"
"5604","L21_B003191"
"5605","L22_B001470"
"5606","L22_B001474"
"5607","L9_B003777"
"5608","M12_B003191"
"5609","M14_B001474"
"5610","M14_B003523"
"5611","M15_B001470"
"5612","M16_B001470"
"5613","M16_B001474"
"5614","M17_B001474"
"5615","M18_B001470"
"5616","M18_B003523"
"5617","M19_B001470"
"5618","M1_B003522"
"5619","M20_B001470"
"5620","M20_B003187"
"5621","M21_B001474"
"5622","M21_B003132"
"5623","M22_B001474"
"5624","M4_B003777"
"5625","N13_B001470"
"5626","N14_B001470"
"5627","N16_B001470"
"5628","N16_B001474"
"5629","N19_B001470"
"5630","N19_B001474"
"5631","N1_B003522"
"5632","N1_B003529"
"5633","N20_B003129"
"5634","N20_B003132"
"5635","N20_B003191"
"5636","N20_B003523"
"5637","N21_B003132"
"5638","N21_B003191"
"5639","N21_B003523"
"5640","N4_B003777"
"5641","N5_B003777"
"5642","N7_B003777"
"5643","N9_B003777"
"5644","O11_B003191"
"5645","O13_B001470"
"5646","O13_B001474"
"5647","O15_B001474"
"5648","O17_B003523"
"5649","O1_B003522"
"5650","O20_B001470"
"5651","O20_B001474"
"5652","O20_B003132"
"5653","O20_B003191"
"5654","O21_B001470"
"5655","O21_B003129"
"5656","O21_B003187"
"5657","O21_B003191"
"5658","O22_B001474"
"5659","O2_B003529"
"5660","O2_B003777"
"5661","O4_B003777"
"5662","O5_B003518"
"5663","O7_B003522"
"5664","P11_B003777"
"5665","P12_B001470"
"5666","P13_B001470"
"5667","P13_B003129"
"5668","P14_B001470"
"5669","P15_B001470"
"5670","P15_B001474"
"5671","P16_B001474"
"5672","P17_B001470"
"5673","P19_B001474"
"5674","P19_B003523"
"5675","P20_B003191"
"5676","P21_B003191"
"5677","P21_B003523"
"5678","P22_B003523"
"5679","P8_B003777"
"5680","A12_B001543"
"5681","A13_B001543"
"5682","A13_B002571"
"5683","A13_B003093"
"5684","A14_B001543"
"5685","A14_B002571"
"5686","A14_B002573"
"5687","A15_B001475"
"5688","A15_B001543"
"5689","A15_B001545"
"5690","A15_B001556"
"5691","A15_B002571"
"5692","A15_B002573"
"5693","A16_B001545"
"5694","A16_B002571"
"5695","A17_B001475"
"5696","A17_B001543"
"5697","A17_B001545"
"5698","A17_B002571"
"5699","A18_B001475"
"5700","A18_B001543"
"5701","A18_B002571"
"5702","A18_B002573"
"5703","A18_B003093"
"5704","A19_B001543"
"5705","A19_B001545"
"5706","A20_B001475"
"5707","A20_B001543"
"5708","A20_B001556"
"5709","A21_B001543"
"5710","A21_B001545"
"5711","A21_B001556"
"5712","A21_B002571"
"5713","A21_B002573"
"5714","A22_B001543"
"5715","A22_B001545"
"5716","A22_B001556"
"5717","A22_B002571"
"5718","B11_B003775"
"5719","B13_B001475"
"5720","B13_B002573"
"5721","B15_B001545"
"5722","B16_B001543"
"5723","B16_B002571"
"5724","B16_B002573"
"5725","B17_B001543"
"5726","B17_B002571"
"5727","B17_B002573"
"5728","B17_B003093"
"5729","B18_B001475"
"5730","B18_B001543"
"5731","B18_B002571"
"5732","B18_B002573"
"5733","B19_B001475"
"5734","B19_B001543"
"5735","B19_B001556"
"5736","B19_B002571"
"5737","B19_B002573"
"5738","B20_B001543"
"5739","B20_B001545"
"5740","B20_B003093"
"5741","B21_B001475"
"5742","B21_B001556"
"5743","B21_B002571"
"5744","B22_B001556"
"5745","B22_B002571"
"5746","B4_B003775"
"5747","B5_B003775"
"5748","B7_B003775"
"5749","C12_B001556"
"5750","C12_B003093"
"5751","C13_B001475"
"5752","C13_B001556"
"5753","C13_B002571"
"5754","C14_B001475"
"5755","C14_B001543"
"5756","C14_B002571"
"5757","C14_B002573"
"5758","C15_B001545"
"5759","C15_B001556"
"5760","C15_B002571"
"5761","C15_B002573"
"5762","C16_B001545"
"5763","C16_B002571"
"5764","C16_B002573"
"5765","C17_B001545"
"5766","C17_B002571"
"5767","C17_B002573"
"5768","C17_B003093"
"5769","C18_B001545"
"5770","C18_B002571"
"5771","C18_B002573"
"5772","C19_B001556"
"5773","C19_B002571"
"5774","C1_B003775"
"5775","C20_B001475"
"5776","C20_B001543"
"5777","C20_B001545"
"5778","C20_B001556"
"5779","C20_B002571"
"5780","C21_B001475"
"5781","C21_B002571"
"5782","C22_B001545"
"5783","C22_B002571"
"5784","C2_B002573"
"5785","C9_B003775"
"5786","D12_B001475"
"5787","D12_B001543"
"5788","D13_B001545"
"5789","D14_B001545"
"5790","D14_B002571"
"5791","D14_B002573"
"5792","D15_B001475"
"5793","D15_B001543"
"5794","D15_B001556"
"5795","D16_B001475"
"5796","D16_B001556"
"5797","D16_B002571"
"5798","D16_B002573"
"5799","D17_B001545"
"5800","D17_B001556"
"5801","D17_B002573"
"5802","D18_B001543"
"5803","D18_B001556"
"5804","D18_B002573"
"5805","D19_B001543"
"5806","D19_B002571"
"5807","D1_B002573"
"5808","D20_B001543"
"5809","D20_B002571"
"5810","D20_B002573"
"5811","D21_B001475"
"5812","D21_B001543"
"5813","D21_B001556"
"5814","D22_B001475"
"5815","D22_B001545"
"5816","D22_B002571"
"5817","D3_B003775"
"5818","D4_B003775"
"5819","E12_B001556"
"5820","E13_B001545"
"5821","E13_B002571"
"5822","E13_B002573"
"5823","E13_B003093"
"5824","E14_B001545"
"5825","E14_B002571"
"5826","E15_B001475"
"5827","E15_B002571"
"5828","E15_B002573"
"5829","E16_B001475"
"5830","E16_B001543"
"5831","E16_B001545"
"5832","E16_B002573"
"5833","E17_B002571"
"5834","E18_B001543"
"5835","E18_B001556"
"5836","E18_B002573"
"5837","E19_B001475"
"5838","E19_B001545"
"5839","E19_B002571"
"5840","E19_B002573"
"5841","E19_B003093"
"5842","E20_B001543"
"5843","E20_B001545"
"5844","E20_B002571"
"5845","E20_B002573"
"5846","E21_B001475"
"5847","E21_B001545"
"5848","E21_B001556"
"5849","E21_B002571"
"5850","E21_B003093"
"5851","E22_B001545"
"5852","E22_B001556"
"5853","E7_B003775"
"5854","E8_B003775"
"5855","F10_B003775"
"5856","F11_B003775"
"5857","F12_B001556"
"5858","F14_B001475"
"5859","F14_B001545"
"5860","F14_B002571"
"5861","F14_B002573"
"5862","F15_B001475"
"5863","F15_B001556"
"5864","F15_B002571"
"5865","F15_B002573"
"5866","F16_B001475"
"5867","F16_B001543"
"5868","F16_B001545"
"5869","F16_B002571"
"5870","F17_B001543"
"5871","F17_B002571"
"5872","F17_B002573"
"5873","F18_B001543"
"5874","F18_B001545"
"5875","F18_B002571"
"5876","F18_B003093"
"5877","F19_B001545"
"5878","F19_B002571"
"5879","F20_B001475"
"5880","F20_B001545"
"5881","F20_B001556"
"5882","F20_B002571"
"5883","F21_B001545"
"5884","F21_B001556"
"5885","F21_B002571"
"5886","F21_B003093"
"5887","F22_B001545"
"5888","F22_B002571"
"5889","F2_B003775"
"5890","F3_B003775"
"5891","F5_B003775"
"5892","G12_B001543"
"5893","G13_B001543"
"5894","G13_B001545"
"5895","G13_B002571"
"5896","G14_B001475"
"5897","G14_B002573"
"5898","G15_B001543"
"5899","G15_B001545"
"5900","G15_B002571"
"5901","G16_B001475"
"5902","G16_B001545"
"5903","G16_B002571"
"5904","G17_B001543"
"5905","G17_B001545"
"5906","G17_B002573"
"5907","G18_B001545"
"5908","G18_B002571"
"5909","G19_B001475"
"5910","G19_B001545"
"5911","G20_B001475"
"5912","G20_B001543"
"5913","G20_B001545"
"5914","G20_B002571"
"5915","G21_B001543"
"5916","G21_B001545"
"5917","G21_B002571"
"5918","G22_B001475"
"5919","G22_B002571"
"5920","G22_B003093"
"5921","G2_B003775"
"5922","G3_B003775"
"5923","H12_B001543"
"5924","H12_B001545"
"5925","H12_B001556"
"5926","H13_B001545"
"5927","H13_B003093"
"5928","H14_B001475"
"5929","H14_B001543"
"5930","H14_B001545"
"5931","H14_B002571"
"5932","H14_B002573"
"5933","H15_B001543"
"5934","H16_B001475"
"5935","H17_B001543"
"5936","H17_B002571"
"5937","H17_B002573"
"5938","H18_B001543"
"5939","H18_B001556"
"5940","H18_B002571"
"5941","H19_B001475"
"5942","H19_B001545"
"5943","H19_B003093"
"5944","H19_B003097"
"5945","H20_B001543"
"5946","H20_B001545"
"5947","H20_B001556"
"5948","H20_B002571"
"5949","H21_B001475"
"5950","H21_B001543"
"5951","H21_B001556"
"5952","H22_B001475"
"5953","H22_B001545"
"5954","H3_B003775"
"5955","I12_B001464"
"5956","I12_B001543"
"5957","I13_B001545"
"5958","I14_B001464"
"5959","I14_B001475"
"5960","I14_B001545"
"5961","I15_B001464"
"5962","I15_B002571"
"5963","I16_B001464"
"5964","I16_B001475"
"5965","I16_B001545"
"5966","I16_B002571"
"5967","I16_B002573"
"5968","I17_B001475"
"5969","I17_B002571"
"5970","I17_B002573"
"5971","I18_B001475"
"5972","I18_B002571"
"5973","I18_B002573"
"5974","I19_B001543"
"5975","I19_B001545"
"5976","I19_B002573"
"5977","I20_B001464"
"5978","I20_B001543"
"5979","I20_B001545"
"5980","I20_B002571"
"5981","I20_B002573"
"5982","I20_B003093"
"5983","I21_B001543"
"5984","I21_B001545"
"5985","I22_B001475"
"5986","I22_B001543"
"5987","I22_B001556"
"5988","I22_B002571"
"5989","I6_B003775"
"5990","I7_B003775"
"5991","J11_B003775"
"5992","J13_B001475"
"5993","J13_B002571"
"5994","J13_B002573"
"5995","J14_B001464"
"5996","J14_B001545"
"5997","J14_B001556"
"5998","J14_B002571"
"5999","J15_B001543"
"6000","J15_B001545"
"6001","J15_B002571"
"6002","J16_B001545"
"6003","J16_B002571"
"6004","J17_B001556"
"6005","J17_B002571"
"6006","J18_B001464"
"6007","J18_B001543"
"6008","J18_B001545"
"6009","J18_B002571"
"6010","J19_B002573"
"6011","J20_B002571"
"6012","J21_B001475"
"6013","J21_B001545"
"6014","J22_B001475"
"6015","J22_B002571"
"6016","J2_B003775"
"6017","J7_B003775"
"6018","J9_B003775"
"6019","K12_B001543"
"6020","K13_B001545"
"6021","K14_B001543"
"6022","K14_B002573"
"6023","K15_B001545"
"6024","K16_B001543"
"6025","K16_B001556"
"6026","K16_B002571"
"6027","K16_B003093"
"6028","K17_B001543"
"6029","K17_B002571"
"6030","K17_B002573"
"6031","K18_B001545"
"6032","K18_B001556"
"6033","K19_B001545"
"6034","K19_B001556"
"6035","K19_B002571"
"6036","K19_B002573"
"6037","K21_B001475"
"6038","K21_B001543"
"6039","K21_B001545"
"6040","K21_B002571"
"6041","K22_B001475"
"6042","K22_B001545"
"6043","K22_B002571"
"6044","K4_B003775"
"6045","K8_B003775"
"6046","K9_B003775"
"6047","L13_B001475"
"6048","L13_B001545"
"6049","L13_B002571"
"6050","L14_B001543"
"6051","L14_B001545"
"6052","L14_B002571"
"6053","L15_B001475"
"6054","L15_B001543"
"6055","L15_B001545"
"6056","L15_B002571"
"6057","L15_B002573"
"6058","L16_B001475"
"6059","L16_B001545"
"6060","L16_B001556"
"6061","L16_B002571"
"6062","L17_B001464"
"6063","L17_B001543"
"6064","L17_B001545"
"6065","L17_B001556"
"6066","L17_B002571"
"6067","L18_B001475"
"6068","L18_B001545"
"6069","L18_B001556"
"6070","L18_B002571"
"6071","L19_B001545"
"6072","L19_B002571"
"6073","L1_B003775"
"6074","L20_B001475"
"6075","L20_B001543"
"6076","L20_B001545"
"6077","L20_B002571"
"6078","L21_B001475"
"6079","L21_B001545"
"6080","L21_B002571"
"6081","L22_B001543"
"6082","L22_B002571"
"6083","L9_B003775"
"6084","M12_B001464"
"6085","M12_B001545"
"6086","M12_B001556"
"6087","M13_B001545"
"6088","M14_B001545"
"6089","M14_B002571"
"6090","M16_B001545"
"6091","M16_B002571"
"6092","M17_B002571"
"6093","M18_B001556"
"6094","M19_B001556"
"6095","M19_B002571"
"6096","M19_B003093"
"6097","M20_B001464"
"6098","M20_B001545"
"6099","M20_B001556"
"6100","M20_B002571"
"6101","M21_B001543"
"6102","M21_B001545"
"6103","M5_B003775"
"6104","M6_B003775"
"6105","M7_B003775"
"6106","N12_B001475"
"6107","N12_B001556"
"6108","N13_B001543"
"6109","N13_B001556"
"6110","N14_B001545"
"6111","N14_B002571"
"6112","N15_B001543"
"6113","N15_B001545"
"6114","N15_B001556"
"6115","N15_B002571"
"6116","N15_B002573"
"6117","N16_B001543"
"6118","N16_B001545"
"6119","N16_B002571"
"6120","N16_B002573"
"6121","N17_B001543"
"6122","N17_B001545"
"6123","N17_B002571"
"6124","N17_B002573"
"6125","N18_B002571"
"6126","N19_B001545"
"6127","N19_B001556"
"6128","N20_B001543"
"6129","N20_B001545"
"6130","N20_B002571"
"6131","N21_B001543"
"6132","N21_B001545"
"6133","N22_B001556"
"6134","N22_B002571"
"6135","N2_B003775"
"6136","N8_B003775"
"6137","N9_B003775"
"6138","O13_B001543"
"6139","O13_B002573"
"6140","O14_B001545"
"6141","O14_B001556"
"6142","O14_B002571"
"6143","O14_B002573"
"6144","O15_B001543"
"6145","O15_B001545"
