"","x"
"6146","O15_B002571"
"6147","O15_B003093"
"6148","O16_B001543"
"6149","O16_B001545"
"6150","O16_B001556"
"6151","O16_B002573"
"6152","O17_B001543"
"6153","O17_B001545"
"6154","O17_B001556"
"6155","O17_B002573"
"6156","O18_B001543"
"6157","O18_B001545"
"6158","O18_B001556"
"6159","O18_B002571"
"6160","O19_B001543"
"6161","O19_B002571"
"6162","O20_B002571"
"6163","O21_B001543"
"6164","O21_B001545"
"6165","O21_B002571"
"6166","O21_B003097"
"6167","O22_B001475"
"6168","O22_B002571"
"6169","O6_B003775"
"6170","P11_B003775"
"6171","P12_B001464"
"6172","P12_B001543"
"6173","P12_B001545"
"6174","P13_B001545"
"6175","P13_B002571"
"6176","P13_B002573"
"6177","P14_B001464"
"6178","P14_B002571"
"6179","P15_B001543"
"6180","P15_B001545"
"6181","P15_B002573"
"6182","P16_B001543"
"6183","P16_B001545"
"6184","P16_B001556"
"6185","P16_B002571"
"6186","P18_B001543"
"6187","P18_B002573"
"6188","P19_B002571"
"6189","P19_B002573"
"6190","P20_B001543"
"6191","P20_B002571"
"6192","P21_B001543"
"6193","P21_B001545"
"6194","P21_B001556"
"6195","P21_B002571"
"6196","P22_B001556"
"6197","P22_B002571"
"6198","P8_B003775"
"6199","J3_B001800"
"6200","F22_B000860"
"6201","P4_B002567"
"6202","A20_B003187"
"6203","F21_B003132"
"6204","H20_B003132"
"6205","O13_B003132"
"6206","C21_B003129"
"6207","B6_B003775"
"6208","H21_B001545"
"6209","A12_B001554"
"6210","A13_B002572"
"6211","A13_B003528"
"6212","A14_B001554"
"6213","A15_B002572"
"6214","A16_B002572"
"6215","A17_B002572"
"6216","A18_B001554"
"6217","A18_B002572"
"6218","A19_B001558"
"6219","A20_B001554"
"6220","A20_B002572"
"6221","A21_B002572"
"6222","A22_B002572"
"6223","A22_B003528"
"6224","B13_B002572"
"6225","B14_B002572"
"6226","B14_B003528"
"6227","B15_B002572"
"6228","B16_B002572"
"6229","B17_B002572"
"6230","B19_B002572"
"6231","B21_B002572"
"6232","C13_B002572"
"6233","C14_B002572"
"6234","C15_B001554"
"6235","C15_B002572"
"6236","C16_B001554"
"6237","C18_B001554"
"6238","C19_B002572"
"6239","C19_B003528"
"6240","C21_B001554"
"6241","C21_B002572"
"6242","C6_B003528"
"6243","D12_B001554"
"6244","D12_B003528"
"6245","D13_B002572"
"6246","D16_B002572"
"6247","D17_B001558"
"6248","D17_B002572"
"6249","D19_B002572"
"6250","D20_B002572"
"6251","D22_B002572"
"6252","D22_B003528"
"6253","E14_B003528"
"6254","E15_B002572"
"6255","E16_B001554"
"6256","E16_B002572"
"6257","E17_B002572"
"6258","E18_B001558"
"6259","E18_B002572"
"6260","E19_B002572"
"6261","E20_B001558"
"6262","E21_B001558"
"6263","E21_B002572"
"6264","F12_B003528"
"6265","F13_B001558"
"6266","F17_B001558"
"6267","F17_B002572"
"6268","F17_B003528"
"6269","F18_B001554"
"6270","F18_B002572"
"6271","F21_B002572"
"6272","F22_B001554"
"6273","F22_B002572"
"6274","F22_B003528"
"6275","G13_B001554"
"6276","G13_B002572"
"6277","G14_B003528"
"6278","G15_B002572"
"6279","G15_B003528"
"6280","G16_B002572"
"6281","G18_B001554"
"6282","G18_B002572"
"6283","G19_B001558"
"6284","G19_B002572"
"6285","G20_B001554"
"6286","H13_B001554"
"6287","H13_B002572"
"6288","H14_B002572"
"6289","H15_B002572"
"6290","H16_B002572"
"6291","H18_B001558"
"6292","H18_B002572"
"6293","H19_B001558"
"6294","H19_B002572"
"6295","H20_B002572"
"6296","H20_B003528"
"6297","H21_B002572"
"6298","I13_B002572"
"6299","I14_B002572"
"6300","I15_B001554"
"6301","I15_B002572"
"6302","I15_B003528"
"6303","I17_B002572"
"6304","I18_B002572"
"6305","I19_B002572"
"6306","I21_B002572"
"6307","J12_B001558"
"6308","J12_B003528"
"6309","J13_B001554"
"6310","J13_B002572"
"6311","J14_B002572"
"6312","J14_B003528"
"6313","J15_B001554"
"6314","J15_B003528"
"6315","J16_B001554"
"6316","J16_B002572"
"6317","J17_B002572"
"6318","J19_B002572"
"6319","J20_B003528"
"6320","J21_B001558"
"6321","J21_B002572"
"6322","J22_B002572"
"6323","K13_B002572"
"6324","K14_B001554"
"6325","K15_B002572"
"6326","K18_B001558"
"6327","K19_B001554"
"6328","K20_B001554"
"6329","K20_B003528"
"6330","L12_B001554"
"6331","L12_B003528"
"6332","L14_B003528"
"6333","L18_B001558"
"6334","L18_B003528"
"6335","L19_B001558"
"6336","L21_B001558"
"6337","L21_B003528"
"6338","L22_B001554"
"6339","L22_B003528"
"6340","M14_B002572"
"6341","M16_B002572"
"6342","M17_B001558"
"6343","M18_B001554"
"6344","M18_B001558"
"6345","M19_B002572"
"6346","M21_B002572"
"6347","M22_B002572"
"6348","N13_B001554"
"6349","N13_B002572"
"6350","N13_B003528"
"6351","N14_B001554"
"6352","N14_B002572"
"6353","N15_B002572"
"6354","N16_B002572"
"6355","N16_B003528"
"6356","N17_B002572"
"6357","N21_B002572"
"6358","N22_B002572"
"6359","O13_B003528"
"6360","O15_B002572"
"6361","O16_B002572"
"6362","O17_B002572"
"6363","O18_B002572"
"6364","O19_B002572"
"6365","O20_B001554"
"6366","O20_B002572"
"6367","O21_B002572"
"6368","O22_B002572"
"6369","O22_B003528"
"6370","P14_B002572"
"6371","P15_B002572"
"6372","P16_B002572"
"6373","P17_B001558"
"6374","P17_B002572"
"6375","P17_B003528"
"6376","P18_B001558"
"6377","P19_B002572"
"6378","P20_B002572"
"6379","P21_B001554"
"6380","P22_B001554"
"6381","P22_B002572"
"6382","C8_1001000322"
"6383","I2_1001000340"
"6384","K11_1001000340"
"6385","K7_1001000340"
"6386","K9_1001000340"
"6387","O1_B001800"
"6388","A10_1001000410"
"6389","A10_B001608"
"6390","A10_B003048"
"6391","A11_1001000410"
"6392","A11_B001608"
"6393","A11_B003048"
"6394","A12_1001000410"
"6395","A12_B001607"
"6396","A12_B003048"
"6397","A13_B003046"
"6398","A14_1001000410"
"6399","A14_B001608"
"6400","A15_B003046"
"6401","A16_1001000378"
"6402","A16_B001608"
"6403","A17_B001608"
"6404","A18_B001608"
"6405","A18_B003046"
"6406","A18_B003048"
"6407","A19_B001608"
"6408","A2_B003048"
"6409","A20_1001000410"
"6410","A20_B003048"
"6411","A21_1001000410"
"6412","A21_B001608"
"6413","A21_B003048"
"6414","A22_B001608"
"6415","A22_B001617"
"6416","A22_B003048"
"6417","A3_1001000410"
"6418","A3_B001607"
"6419","A3_B001608"
"6420","A3_B001617"
"6421","A4_B001608"
"6422","A4_B001617"
"6423","A5_1001000410"
"6424","A5_B001608"
"6425","A6_B001607"
"6426","A6_B001608"
"6427","A7_B001607"
"6428","A7_B001608"
"6429","A7_B003048"
"6430","A8_B001607"
"6431","A8_B001617"
"6432","A8_B001621"
"6433","A8_B003048"
"6434","A9_B001608"
"6435","A9_B003048"
"6436","B1_B003048"
"6437","B10_B001608"
"6438","B10_B003048"
"6439","B11_B001608"
"6440","B11_B003048"
"6441","B12_B001607"
"6442","B12_B001608"
"6443","B13_1001000410"
"6444","B13_B001608"
"6445","B13_B003046"
"6446","B14_B003048"
"6447","B15_B001608"
"6448","B15_B003046"
"6449","B16_1001000378"
"6450","B16_B003048"
"6451","B17_B003046"
"6452","B17_B003048"
"6453","B18_B001608"
"6454","B19_1001000378"
"6455","B19_B001608"
"6456","B19_B003046"
"6457","B19_B003048"
"6458","B2_B003048"
"6459","B20_1001000378"
"6460","B20_1001000410"
"6461","B20_B001608"
"6462","B20_B003046"
"6463","B20_B003048"
"6464","B21_B003048"
"6465","B22_1001000410"
"6466","B22_B001608"
"6467","B22_B003048"
"6468","B3_B001607"
"6469","B3_B001617"
"6470","B3_B003048"
"6471","B4_B001607"
"6472","B4_B001608"
"6473","B4_B001617"
"6474","B5_B001608"
"6475","B5_B003048"
"6476","B6_1001000410"
"6477","B6_B001607"
"6478","B6_B001608"
"6479","B6_B003048"
"6480","B7_B001608"
"6481","B7_B001617"
"6482","B8_B001607"
"6483","B8_B001608"
"6484","B8_B003048"
"6485","B9_1001000410"
"6486","B9_B001608"
"6487","B9_B001621"
"6488","C1_1001000410"
"6489","C1_B003048"
"6490","C10_B001607"
"6491","C10_B001608"
"6492","C11_B001607"
"6493","C11_B003048"
"6494","C12_B001607"
"6495","C12_B001608"
"6496","C12_B003046"
"6497","C12_B003048"
"6498","C13_B003048"
"6499","C14_B003046"
"6500","C14_B003048"
"6501","C15_B003046"
"6502","C15_B003048"
"6503","C16_B001608"
"6504","C16_B003048"
"6505","C17_B001608"
"6506","C17_B003046"
"6507","C18_B001608"
"6508","C18_B003046"
"6509","C19_1001000410"
"6510","C2_1001000410"
"6511","C20_B001608"
"6512","C20_B003048"
"6513","C21_1001000378"
"6514","C21_1001000410"
"6515","C21_B001608"
"6516","C21_B003046"
"6517","C22_B001608"
"6518","C22_B001617"
"6519","C22_B003046"
"6520","C3_B001608"
"6521","C3_B001617"
"6522","C3_B003048"
"6523","C4_B001617"
"6524","C5_B001608"
"6525","C5_B001617"
"6526","C6_1001000410"
"6527","C6_B001607"
"6528","C6_B001608"
"6529","C6_B001617"
"6530","C6_B003048"
"6531","C7_B001607"
"6532","C7_B001608"
"6533","C7_B001617"
"6534","C7_B003048"
"6535","C8_B001608"
"6536","C8_B001617"
"6537","C8_B003048"
"6538","C9_B001621"
"6539","D1_1001000410"
"6540","D10_B001608"
"6541","D10_B003048"
"6542","D12_B001608"
"6543","D12_B003048"
"6544","D13_B003048"
"6545","D15_B003046"
"6546","D16_B001608"
"6547","D16_B001617"
"6548","D16_B003046"
"6549","D16_B003048"
"6550","D17_B001617"
"6551","D18_B001608"
"6552","D18_B003046"
"6553","D19_B001608"
"6554","D19_B003046"
"6555","D19_B003048"
"6556","D2_B003048"
"6557","D20_1001000410"
"6558","D20_B003048"
"6559","D21_B001608"
"6560","D22_B001608"
"6561","D3_1001000410"
"6562","D3_B001608"
"6563","D3_B001617"
"6564","D4_B001608"
"6565","D4_B001617"
"6566","D4_B003048"
"6567","D5_1001000410"
"6568","D6_B001608"
"6569","D6_B001617"
"6570","D6_B003048"
"6571","D7_B001608"
"6572","D7_B001617"
"6573","D7_B003048"
"6574","D8_1001000410"
"6575","D8_B001607"
"6576","D8_B001617"
"6577","D8_B003048"
"6578","D9_B003048"
"6579","E1_1001000410"
"6580","E10_B001608"
"6581","E10_B003048"
"6582","E11_B003048"
"6583","E12_B003046"
"6584","E12_B003048"
"6585","E13_B003046"
"6586","E15_B001608"
"6587","E15_B003046"
"6588","E15_B003048"
"6589","E17_1001000410"
"6590","E17_B001608"
"6591","E17_B003048"
"6592","E19_B003046"
"6593","E2_1001000410"
"6594","E2_B003048"
"6595","E20_1001000378"
"6596","E20_B001608"
"6597","E20_B003048"
"6598","E21_B001608"
"6599","E21_B003048"
"6600","E22_1001000410"
"6601","E3_B001607"
"6602","E3_B001608"
"6603","E3_B001617"
"6604","E4_1001000376"
"6605","E4_1001000410"
"6606","E4_B001607"
"6607","E4_B001608"
"6608","E5_B001608"
"6609","E5_B003048"
"6610","E6_B001607"
"6611","E6_B001608"
"6612","E6_B001617"
"6613","E6_B003048"
"6614","E7_B001608"
"6615","E7_B003048"
"6616","E8_B001608"
"6617","E8_B001617"
"6618","E8_B003048"
"6619","E9_B001621"
"6620","E9_B003048"
"6621","F1_1001000410"
"6622","F10_1001000410"
"6623","F11_B003048"
"6624","F12_B001608"
"6625","F12_B003046"
"6626","F12_B003048"
"6627","F14_B003046"
"6628","F14_B003048"
"6629","F16_1001000378"
"6630","F16_1001000410"
"6631","F16_B001617"
"6632","F16_B003046"
"6633","F16_B003048"
"6634","F17_B003048"
"6635","F18_1001000378"
"6636","F18_1001000410"
"6637","F18_B003046"
"6638","F2_1001000410"
"6639","F2_B003048"
"6640","F20_1001000410"
"6641","F20_B003048"
"6642","F21_B001608"
"6643","F22_1001000410"
"6644","F22_B003046"
"6645","F3_1001000410"
"6646","F3_B001607"
"6647","F3_B001608"
"6648","F3_B001617"
"6649","F3_B003048"
"6650","F4_B001608"
"6651","F4_B001617"
"6652","F4_B003048"
"6653","F5_1001000410"
"6654","F6_1001000410"
"6655","F6_B001607"
"6656","F6_B001608"
"6657","F6_B003048"
"6658","F7_B001608"
"6659","F7_B001617"
"6660","F9_B003048"
"6661","G1_1001000410"
"6662","G10_B001608"
"6663","G10_B003048"
"6664","G11_B001608"
"6665","G11_B003048"
"6666","G12_B001607"
"6667","G12_B003046"
"6668","G13_1001000410"
"6669","G13_B001608"
"6670","G13_B003048"
"6671","G14_B001608"
"6672","G15_B003048"
"6673","G16_1001000378"
"6674","G16_B003048"
"6675","G17_B001608"
"6676","G17_B003048"
"6677","G18_1001000378"
"6678","G18_B001608"
"6679","G18_B003046"
"6680","G18_B003048"
"6681","G2_B003048"
"6682","G20_1001000378"
"6683","G20_B001608"
"6684","G21_B001608"
"6685","G21_B003046"
"6686","G21_B003048"
"6687","G22_B001608"
"6688","G22_B003046"
"6689","G22_B003048"
"6690","G3_B001607"
"6691","G3_B001608"
"6692","G3_B003048"
"6693","G4_B001608"
"6694","G4_B003048"
"6695","G5_B001608"
"6696","G5_B001617"
"6697","G5_B003048"
"6698","G6_B001607"
"6699","G6_B001608"
"6700","G6_B001617"
"6701","G7_B001608"
"6702","G7_B003048"
"6703","G8_B001608"
"6704","G8_B001617"
"6705","G8_B003048"
"6706","G9_B001608"
"6707","G9_B001621"
"6708","G9_B003048"
"6709","H1_1001000410"
"6710","H10_B001608"
"6711","H10_B001617"
"6712","H10_B003048"
"6713","H11_B001617"
"6714","H11_B003048"
"6715","H13_B001608"
"6716","H13_B003048"
"6717","H14_B001608"
"6718","H14_B003046"
"6719","H14_B003048"
"6720","H15_B001608"
"6721","H15_B003048"
"6722","H16_B003046"
"6723","H16_B003048"
"6724","H17_B003048"
"6725","H18_B001608"
"6726","H18_B001617"
"6727","H18_B003046"
"6728","H19_B003046"
"6729","H19_B003048"
"6730","H2_1001000410"
"6731","H2_B003048"
"6732","H20_B003046"
"6733","H21_B003046"
"6734","H22_B001608"
"6735","H3_1001000410"
"6736","H3_B001607"
"6737","H3_B001608"
"6738","H3_B001617"
"6739","H3_B003048"
"6740","H4_1001000410"
"6741","H4_B001607"
"6742","H4_B001608"
"6743","H4_B001617"
"6744","H5_B001608"
"6745","H5_B003048"
"6746","H6_B001608"
"6747","H6_B001617"
"6748","H6_B003048"
"6749","H7_B003048"
"6750","H8_B001607"
"6751","H8_B001608"
"6752","H9_B001608"
"6753","I1_1001000410"
"6754","I1_B001617"
"6755","I1_B003048"
"6756","I10_1001000410"
"6757","I10_B001608"
"6758","I11_1001000410"
"6759","I11_B001607"
"6760","I11_B003048"
"6761","I12_B001607"
"6762","I12_B001608"
"6763","I12_B001617"
"6764","I12_B003048"
"6765","I13_B001608"
"6766","I13_B003046"
"6767","I13_B003048"
"6768","I14_1001000410"
"6769","I14_B001608"
"6770","I14_B003046"
"6771","I15_1001000410"
"6772","I15_B001608"
"6773","I15_B003046"
"6774","I15_B003048"
"6775","I16_B001608"
"6776","I17_1001000410"
"6777","I17_B001608"
"6778","I17_B003048"
"6779","I18_1001000378"
"6780","I18_B001608"
"6781","I19_1001000378"
"6782","I19_1001000410"
"6783","I19_B003046"
"6784","I19_B003048"
"6785","I2_B003048"
"6786","I20_1001000378"
"6787","I20_B001608"
"6788","I20_B003046"
"6789","I21_1001000410"
"6790","I21_B001608"
"6791","I22_B003046"
"6792","I3_1001000410"
"6793","I3_B001608"
"6794","I3_B003048"
"6795","I4_B001607"
"6796","I4_B001608"
"6797","I4_B001617"
"6798","I4_B003048"
"6799","I5_B001608"
"6800","I5_B003048"
"6801","I6_B001607"
"6802","I7_1001000410"
"6803","I7_B001608"
"6804","I7_B003048"
"6805","I8_B001608"
"6806","I9_B003048"
"6807","J1_1001000410"
"6808","J10_B001608"
"6809","J11_B001608"
"6810","J12_B003046"
"6811","J12_B003048"
"6812","J13_B001608"
"6813","J14_1001000410"
"6814","J14_B001608"
"6815","J14_B003048"
"6816","J15_1001000410"
"6817","J15_B001608"
"6818","J16_1001000378"
"6819","J16_B003046"
"6820","J17_B001608"
"6821","J18_B001608"
"6822","J18_B003048"
"6823","J19_1001000410"
"6824","J19_B003048"
"6825","J2_1001000410"
"6826","J20_1001000378"
"6827","J20_B001608"
"6828","J21_1001000410"
"6829","J21_B003046"
"6830","J21_B003048"
"6831","J22_1001000410"
"6832","J22_B003046"
"6833","J22_B003048"
"6834","J3_1001000410"
"6835","J3_B001608"
"6836","J3_B001617"
"6837","J4_1001000410"
"6838","J4_B001608"
"6839","J4_B001617"
"6840","J4_B003048"
"6841","J5_1001000410"
"6842","J5_B001608"
"6843","J6_B001608"
"6844","J7_B003048"
"6845","J9_1001000410"
"6846","J9_B001608"
"6847","J9_B001621"
"6848","K1_B003048"
"6849","K10_B001608"
"6850","K10_B001617"
"6851","K10_B003048"
"6852","K11_1001000410"
"6853","K11_B003048"
"6854","K12_1001000410"
"6855","K12_B003046"
"6856","K12_B003048"
"6857","K13_1001000410"
"6858","K14_1001000410"
"6859","K14_B001608"
"6860","K14_B003046"
"6861","K14_B003048"
"6862","K15_B003046"
"6863","K15_B003048"
"6864","K16_B001617"
"6865","K16_B003048"
"6866","K17_1001000378"
"6867","K17_B001608"
"6868","K17_B003048"
"6869","K18_B001608"
"6870","K18_B003048"
"6871","K19_1001000378"
"6872","K19_1001000410"
"6873","K19_B003048"
"6874","K2_1001000410"
"6875","K2_B003048"
"6876","K20_1001000378"
"6877","K20_1001000410"
"6878","K20_B001608"
"6879","K20_B001617"
"6880","K20_B003048"
"6881","K21_B001608"
"6882","K21_B003046"
"6883","K22_1001000378"
"6884","K22_1001000410"
"6885","K22_B001608"
"6886","K22_B003046"
"6887","K3_1001000410"
"6888","K3_B001607"
"6889","K3_B001608"
"6890","K3_B001617"
"6891","K4_1001000410"
"6892","K4_B001607"
"6893","K4_B001608"
"6894","K4_B001617"
"6895","K4_B003048"
"6896","K5_B001608"
"6897","K5_B001617"
"6898","K6_B001608"
"6899","K6_B001617"
"6900","K6_B003048"
"6901","K7_B001617"
"6902","K7_B003048"
"6903","K8_B003048"
"6904","K9_B001617"
"6905","K9_B003048"
"6906","L1_1001000410"
"6907","L1_B003048"
"6908","L10_1001000410"
"6909","L10_B001608"
"6910","L10_B001617"
"6911","L10_B003048"
"6912","L11_B001617"
"6913","L12_1001000410"
"6914","L12_B001607"
"6915","L12_B003046"
"6916","L12_B003048"
"6917","L13_1001000410"
"6918","L13_B003048"
"6919","L14_B001608"
"6920","L14_B003046"
"6921","L15_1001000410"
"6922","L16_1001000410"
"6923","L16_B003046"
"6924","L17_1001000410"
"6925","L17_B001608"
"6926","L17_B001617"
"6927","L17_B003046"
"6928","L18_1001000410"
"6929","L18_B001608"
"6930","L19_B001608"
"6931","L19_B003046"
"6932","L19_B003048"
"6933","L2_1001000410"
"6934","L20_1001000378"
"6935","L20_1001000410"
"6936","L20_B003046"
"6937","L21_B001608"
"6938","L21_B003048"
"6939","L22_1001000410"
"6940","L22_B001608"
"6941","L22_B001617"
"6942","L22_B003046"
"6943","L22_B003048"
"6944","L3_B001608"
"6945","L3_B001617"
"6946","L4_B001608"
"6947","L4_B001617"
"6948","L4_B003048"
"6949","L5_1001000410"
"6950","L5_B001617"
"6951","L6_1001000410"
"6952","L6_B003048"
"6953","L7_B001608"
"6954","L7_B003048"
"6955","L8_1001000410"
"6956","L9_B001617"
"6957","L9_B001621"
"6958","L9_B003048"
"6959","M1_1001000410"
"6960","M1_B003048"
"6961","M10_1001000410"
"6962","M10_B001608"
"6963","M11_1001000410"
"6964","M11_B001608"
"6965","M11_B001617"
"6966","M11_B003048"
"6967","M12_B001608"
"6968","M12_B003046"
"6969","M12_B003048"
"6970","M13_B001608"
"6971","M13_B003046"
"6972","M14_B001608"
"6973","M14_B003046"
"6974","M14_B003048"
"6975","M15_1001000410"
"6976","M15_B001608"
"6977","M16_1001000378"
"6978","M16_1001000410"
"6979","M16_B001617"
"6980","M17_B003046"
"6981","M18_B003046"
"6982","M18_B003048"
"6983","M19_1001000410"
"6984","M19_B001608"
"6985","M19_B003046"
"6986","M19_B003048"
"6987","M2_1001000410"
"6988","M2_B001795"
"6989","M20_B001608"
"6990","M20_B003048"
"6991","M21_B001608"
"6992","M21_B003046"
"6993","M22_B001608"
"6994","M22_B003048"
"6995","M3_1001000410"
"6996","M3_B001608"
"6997","M3_B003048"
"6998","M4_1001000410"
"6999","M4_B001608"
"7000","M4_B001617"
"7001","M4_B003048"
"7002","M5_B003048"
"7003","M6_1001000410"
"7004","M6_B001608"
"7005","M7_1001000410"
"7006","M7_B001617"
"7007","M7_B003048"
"7008","M8_B001608"
"7009","M8_B003048"
"7010","M9_1001000410"
"7011","M9_B001608"
"7012","M9_B003048"
"7013","N1_B003048"
"7014","N10_B001608"
"7015","N10_B003048"
"7016","N11_1001000410"
"7017","N11_B001608"
"7018","N11_B001617"
"7019","N11_B003048"
"7020","N12_1001000410"
"7021","N12_B001608"
"7022","N13_B001608"
"7023","N13_B003046"
"7024","N14_1001000410"
"7025","N14_B003046"
"7026","N14_B003048"
"7027","N15_B001608"
"7028","N15_B003048"
"7029","N16_1001000410"
"7030","N16_B001608"
"7031","N16_B003048"
"7032","N17_1001000410"
"7033","N17_B001608"
"7034","N17_B003046"
"7035","N17_B003048"
"7036","N18_B001608"
"7037","N18_B003046"
"7038","N2_B003048"
"7039","N20_1001000410"
"7040","N20_B001608"
"7041","N20_B003046"
"7042","N21_B001608"
"7043","N22_1001000410"
"7044","N22_B003046"
"7045","N3_1001000410"
"7046","N3_B001617"
"7047","N4_B001608"
"7048","N4_B001617"
"7049","N4_B003048"
"7050","N5_1001000410"
"7051","N5_B001608"
"7052","N6_1001000410"
"7053","N6_B001608"
"7054","N7_B001617"
"7055","N7_B003048"
"7056","N8_1001000410"
"7057","N8_B001608"
"7058","N8_B001617"
"7059","N8_B003048"
"7060","N9_1001000410"
"7061","N9_B001608"
"7062","N9_B003048"
"7063","O1_1001000410"
"7064","O1_B003048"
"7065","O10_1001000410"
"7066","O10_B003048"
"7067","O11_1001000410"
"7068","O11_B003048"
"7069","O12_B001608"
"7070","O12_B003046"
"7071","O13_B003048"
"7072","O14_B001608"
"7073","O14_B003048"
"7074","O15_B001608"
"7075","O16_1001000410"
"7076","O16_B001608"
"7077","O16_B003046"
"7078","O17_1001000378"
"7079","O17_1001000410"
"7080","O17_B003046"
"7081","O17_B003048"
"7082","O18_1001000410"
"7083","O18_B001608"
"7084","O18_B003046"
"7085","O19_1001000378"
"7086","O19_1001000410"
"7087","O19_B001608"
"7088","O19_B003046"
"7089","O19_B003048"
"7090","O2_B003048"
"7091","O20_1001000410"
"7092","O20_B001608"
"7093","O20_B003048"
"7094","O21_B001608"
"7095","O21_B003046"
"7096","O22_1001000410"
"7097","O22_B001617"
"7098","O22_B003048"
"7099","O3_1001000410"
"7100","O3_B001608"
"7101","O4_1001000410"
"7102","O4_B001608"
"7103","O4_B003048"
"7104","O5_1001000410"
"7105","O5_B001608"
"7106","O5_B003048"
"7107","O6_1001000410"
"7108","O7_1001000410"
"7109","O7_B001608"
"7110","O7_B003048"
"7111","O8_1001000410"
"7112","O8_B001608"
"7113","O8_B003048"
"7114","O9_1001000410"
"7115","O9_B001608"
"7116","O9_B003048"
"7117","P1_B003048"
"7118","P10_1001000410"
"7119","P10_B001608"
"7120","P10_B003048"
"7121","P11_1001000410"
"7122","P11_B001608"
"7123","P11_B003048"
"7124","P12_B001608"
"7125","P12_B003048"
"7126","P13_B001608"
"7127","P14_1001000410"
"7128","P14_B001608"
"7129","P15_1001000410"
"7130","P15_B001608"
"7131","P15_B003046"
"7132","P16_1001000410"
"7133","P16_B001608"
